City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(inches),Snow(inches)
284,Lvov,UA,49.84,24.02,53.6,93,75,11.18,light intensity shower rain,0.0,0
285,Arraial Do Cabo,BR,-22.97,-42.03,70.45,81,97,22.7,overcast clouds,0.0,0
286,Huaicheng,CN,23.91,112.19,83.98,81,96,3.02,light rain,0.12,0
287,Gold Coast,AU,-28.0,153.43,72.0,64,75,8.05,broken clouds,0.0,0
288,Touros,BR,-5.2,-35.46,71.6,100,75,4.7,broken clouds,0.0,0
289,Esna,EG,25.29,32.55,85.39,24,0,12.08,clear sky,0.0,0
290,Abong Mbang,CM,3.98,13.18,66.43,99,98,2.91,overcast clouds,0.0,0
291,Port Macquarie,AU,-31.43,152.92,59.0,96,100,4.83,overcast clouds,0.0,0
292,Zaysan,KZ,47.47,84.87,63.52,62,100,2.57,overcast clouds,0.0,0
293,Abu Samrah,SY,35.3,37.18,72.41,68,0,10.89,clear sky,0.0,0
294,Kaura Namoda,NG,12.59,6.58,79.57,70,91,11.59,overcast clouds,0.0,0
295,Yerbogachen,RU,61.28,108.01,63.37,67,0,6.49,clear sky,0.0,0
296,San Quintin,MX,30.48,-115.95,77.27,54,0,12.82,clear sky,0.0,0
297,Teshie,GH,5.58,-0.11,77.0,88,20,10.29,few clouds,0.0,0
298,Birao,CF,10.28,22.79,72.16,86,94,4.97,overcast clouds,0.0,0
299,Naze,JP,28.37,129.48,86.0,89,75,9.17,broken clouds,0.0,0
300,Menongue,AO,-14.66,17.69,51.69,42,0,5.7,clear sky,0.0,0
301,Kaupanger,NO,61.18,7.24,44.35,74,100,2.73,overcast clouds,0.0,0
302,Mushie,CD,-3.02,16.9,74.08,81,4,2.77,clear sky,0.0,0
303,Cavaillon,FR,43.83,5.04,71.6,37,0,18.34,clear sky,0.0,0
304,Coahuayana,MX,18.73,-103.68,84.2,74,75,2.8,broken clouds,0.0,0
305,Tazovskiy,RU,67.47,78.7,51.42,76,1,8.41,clear sky,0.0,0
306,Bongandanga,CD,1.5,21.05,71.24,97,100,3.06,moderate rain,1.61,0
307,Puerto Leguizamo,CO,-0.19,-74.78,72.28,87,0,2.01,clear sky,0.0,0
308,San Cristobal,VE,7.77,-72.22,66.16,91,97,1.74,overcast clouds,0.0,0
309,Novopokrovka,UA,49.84,36.55,62.6,77,0,4.47,clear sky,0.0,0
310,Waipawa,NZ,-41.41,175.52,54.0,71,95,3.0,overcast clouds,0.0,0
311,Saint-Pierre,RE,-21.34,55.48,64.4,77,27,3.36,scattered clouds,0.0,0
312,Krabi,TH,8.07,98.91,82.0,100,75,5.82,broken clouds,0.0,0
313,Palmer,US,42.16,-72.33,78.8,74,75,11.41,broken clouds,0.0,0
314,Oleksandrivka,UA,48.96,32.23,64.65,67,0,4.41,clear sky,0.0,0
315,Luorong,CN,24.41,109.61,84.27,78,97,13.13,moderate rain,1.02,0
316,Akhalgori,GE,42.13,44.48,69.8,88,20,6.93,few clouds,0.0,0
317,Shelabolikha,RU,53.41,82.62,64.4,77,0,2.24,clear sky,0.0,0
318,Bambanglipuro,ID,-7.95,110.28,79.77,77,46,9.64,scattered clouds,0.0,0
319,Thap Than,TH,15.46,99.89,83.35,72,100,1.45,overcast clouds,0.0,0
320,Myaundzha,RU,63.05,147.19,69.75,35,58,3.44,broken clouds,0.0,0
321,Yambio,SS,4.57,28.4,66.02,96,78,2.71,broken clouds,0.0,0
322,Weinan,CN,34.5,109.51,70.0,88,90,6.71,overcast clouds,0.0,0
323,Harper,LR,4.38,-7.72,74.97,77,100,6.51,overcast clouds,0.0,0
324,Puerto Del Rosario,ES,28.5,-13.86,71.6,78,2,12.75,clear sky,0.0,0
325,Surt,LY,31.21,16.59,73.67,82,0,7.11,clear sky,0.0,0
326,Mecca,SA,21.43,39.83,81.91,19,100,4.88,overcast clouds,0.0,0
327,San Antonio,US,29.42,-98.49,102.99,29,1,10.29,clear sky,0.0,0
328,Xuanzhou,CN,30.95,118.76,89.83,68,98,7.92,overcast clouds,0.0,0
329,Felanitx,ES,39.47,3.15,73.4,73,0,4.7,clear sky,0.0,0
330,Polunochnoye,RU,60.87,60.42,60.28,66,54,4.68,broken clouds,0.0,0
331,Teya,RU,60.38,92.63,64.08,61,30,9.64,scattered clouds,0.0,0
332,Dudinka,RU,69.41,86.18,48.2,93,90,11.18,overcast clouds,0.0,0
333,Iberia,US,29.95,-91.75,95.0,56,1,6.93,clear sky,0.0,0
334,Rocha,UY,-34.48,-54.33,42.44,66,100,7.65,overcast clouds,0.0,0
335,Karratha,AU,-20.74,116.85,65.84,27,0,23.82,clear sky,0.0,0
336,Redmond,US,47.67,-122.12,69.01,61,100,6.24,overcast clouds,0.0,0
337,Praia,CV,14.92,-23.51,77.0,69,75,12.75,broken clouds,0.0,0
338,Chancay,PE,-11.57,-77.27,60.8,77,75,9.17,broken clouds,0.0,0
339,Codrington,AU,-38.27,141.97,53.87,83,0,4.41,clear sky,0.0,0
340,Benguela,AO,-12.58,13.41,65.98,85,37,2.46,scattered clouds,0.0,0
341,Namwala,ZM,-15.75,26.44,54.7,57,0,2.35,clear sky,0.0,0
342,Koygorodok,RU,60.45,51.0,61.54,72,97,9.01,overcast clouds,0.0,0
343,Ituacu,BR,-13.81,-41.3,65.19,86,33,4.03,scattered clouds,0.0,0
344,Hay River,CA,60.82,-115.8,75.2,44,75,9.17,broken clouds,0.0,0
345,Villazon,BO,-22.09,-65.59,40.21,47,0,6.87,clear sky,0.0,0
346,Micheweni,TZ,-4.97,39.83,76.12,83,100,11.41,overcast clouds,0.0,0
347,Quthing,LS,-30.4,27.7,29.5,91,0,3.11,clear sky,0.0,0
348,Lima,PE,-12.04,-77.03,60.8,77,75,9.17,broken clouds,0.0,0
349,Luba,GQ,3.46,8.55,73.4,100,20,3.36,few clouds,0.0,0
350,Alekseyevka,RU,50.63,38.69,58.73,79,0,4.68,clear sky,0.0,0
351,Qaqortoq,GL,60.72,-46.03,50.0,81,94,6.93,mist,0.0,0
352,Turukhansk,RU,65.82,87.98,56.52,82,1,8.77,clear sky,0.0,0
353,Shimoda,JP,34.67,138.95,78.01,88,75,19.46,broken clouds,0.0,0
354,Umm Kaddadah,SD,13.6,26.69,84.02,47,100,9.44,overcast clouds,0.0,0
355,Pitkyaranta,RU,61.57,31.48,54.81,91,100,12.24,overcast clouds,0.0,0
356,Ginda,IN,30.69,78.49,71.6,100,75,6.93,thunderstorm with rain,0.0,0
357,Lichuan,CN,30.3,108.85,67.87,98,100,2.51,moderate rain,1.56,0
358,Maceio,BR,-9.67,-35.74,71.6,94,75,6.93,broken clouds,0.0,0
359,Puerto El Triunfo,SV,13.28,-88.55,91.4,55,16,4.18,few clouds,0.0,0
360,Wajima,JP,37.4,136.9,68.0,100,75,5.82,light intensity shower rain,0.0,0
361,Vasylivka,UA,47.44,35.27,68.0,49,0,6.71,clear sky,0.0,0
362,Porto Torres,IT,40.84,8.4,69.01,94,0,1.12,clear sky,0.0,0
363,Gympie,AU,-26.19,152.66,66.99,82,0,1.01,clear sky,0.0,0
364,Ambilobe,MG,-13.2,49.05,68.25,84,0,3.58,clear sky,0.0,0
365,Madang,PG,-5.22,145.8,85.95,60,99,3.69,overcast clouds,0.0,0
366,Saldanha,ZA,-33.01,17.94,42.8,81,74,2.24,broken clouds,0.0,0
367,Acapulco,MX,16.86,-99.89,86.0,66,75,5.82,broken clouds,0.0,0
368,North Platte,US,41.12,-100.77,82.99,39,1,4.7,clear sky,0.0,0
369,Port Hardy,CA,50.7,-127.42,59.0,82,90,8.05,light rain,0.0,0
370,Caravelas,BR,-17.71,-39.25,70.47,86,67,3.65,broken clouds,0.0,0
371,Erenhot,CN,43.65,111.98,76.98,47,100,9.95,overcast clouds,0.0,0
372,Hisor,TJ,38.52,68.55,60.8,82,20,2.24,few clouds,0.0,0
373,Port Blair,IN,11.67,92.75,82.72,79,100,9.42,light rain,0.8,0
374,Plaster Rock,CA,46.91,-67.39,75.2,83,90,11.41,overcast clouds,0.0,0
375,Aksu,CN,41.12,80.26,74.5,40,0,3.85,clear sky,0.0,0
376,Iisalmi,FI,63.56,27.19,51.8,87,100,8.05,overcast clouds,0.0,0
377,Bolgatanga,GH,10.79,-0.85,74.88,90,100,12.24,moderate rain,3.09,0
378,Norman Wells,CA,65.28,-126.83,57.2,71,90,9.17,overcast clouds,0.0,0
379,Olafsvik,IS,64.89,-23.71,51.15,86,100,16.42,overcast clouds,0.0,0
380,Meadow Lake,US,34.8,-106.54,100.99,7,40,8.05,scattered clouds,0.0,0
381,Esperance,AU,-33.87,121.9,51.24,73,0,15.68,clear sky,0.0,0
382,Havoysund,NO,71.0,24.66,51.8,76,100,6.93,overcast clouds,0.0,0
383,Baykit,RU,61.67,96.37,59.68,75,33,6.17,scattered clouds,0.0,0
384,Poum,NC,-20.23,164.02,72.97,73,0,14.65,clear sky,0.0,0
385,Shelburne,CA,44.08,-80.2,73.4,78,90,8.05,overcast clouds,0.0,0
386,Vanimo,PG,-2.67,141.3,85.59,60,100,1.12,overcast clouds,0.0,0
387,Almaznyy,RU,48.04,40.05,73.4,38,0,13.42,clear sky,0.0,0
388,Fort Nelson,CA,58.81,-122.7,71.6,37,40,5.82,scattered clouds,0.0,0
389,Qasigiannguit,GL,68.82,-51.19,46.4,70,100,3.58,overcast clouds,0.0,0
390,Ahipara,NZ,-35.17,173.17,59.09,65,5,8.01,clear sky,0.0,0
391,Moose Factory,CA,51.26,-80.61,57.2,93,90,5.82,overcast clouds,0.0,0
392,Chuy,UY,-33.7,-53.46,44.98,69,100,5.37,overcast clouds,0.0,0
393,Concordia,AR,-31.39,-58.02,48.0,81,100,4.88,overcast clouds,0.0,0
394,College,US,64.86,-147.8,69.8,32,75,0.67,broken clouds,0.0,0
395,Huancavelica,PE,-12.77,-74.98,35.96,89,1,2.06,clear sky,0.0,0
396,Paamiut,GL,61.99,-49.67,43.29,87,0,1.88,clear sky,0.0,0
397,North Myrtle Beach,US,33.82,-78.68,84.2,83,1,8.05,clear sky,0.0,0
398,Trincomalee,LK,8.57,81.23,80.51,80,95,16.04,overcast clouds,0.0,0
399,Woodward,US,36.43,-99.39,102.2,30,40,11.41,thunderstorm,0.0,0
400,Ihiala,NG,5.85,6.86,71.64,98,100,2.75,overcast clouds,0.0,0
401,Vao,NC,-22.67,167.48,69.93,77,100,19.82,overcast clouds,0.0,0
402,Brenham,US,30.17,-96.4,98.6,44,1,9.17,clear sky,0.0,0
403,Sao Domingos,BR,-13.4,-46.32,69.69,42,0,9.13,clear sky,0.0,0
404,Havelock,US,34.88,-76.9,84.2,79,40,8.05,scattered clouds,0.0,0
405,Manaus,BR,-3.1,-60.02,82.4,74,75,5.82,broken clouds,0.0,0
406,Kinlochleven,GB,56.71,-4.97,51.01,92,99,4.34,overcast clouds,0.0,0
407,Ijero,NG,6.48,3.38,77.0,94,20,4.7,few clouds,0.0,0
408,Manali,IN,13.17,80.27,80.6,88,40,9.95,scattered clouds,0.0,0
409,Vila Velha,BR,-20.33,-40.29,69.01,88,0,1.12,clear sky,0.0,0
410,Beloha,MG,-25.17,45.05,64.9,69,0,5.41,clear sky,0.0,0
411,Yelanskiy,RU,56.84,62.5,60.8,78,0,4.68,clear sky,0.0,0
412,Kupang,ID,-10.17,123.58,82.4,65,20,16.11,few clouds,0.0,0
413,Ust-Kuyga,RU,70.02,135.6,81.75,27,0,10.47,clear sky,0.0,0
414,Lorengau,PG,-2.02,147.27,82.2,77,100,7.18,light rain,0.46,0
415,Voznesenye,RU,61.01,35.48,57.78,77,100,17.74,overcast clouds,0.0,0
416,Awjilah,LY,29.11,21.29,72.64,66,0,8.9,clear sky,0.0,0
417,Sao Miguel Do Araguaia,BR,-13.28,-50.16,73.62,52,0,1.7,clear sky,0.0,0
418,Klaksvik,FO,62.23,-6.59,50.0,100,99,6.93,mist,0.0,0
419,Kanker,IN,20.27,81.49,77.22,84,100,4.79,light rain,0.18,0
420,Ust-Kut,RU,56.79,105.77,69.33,56,100,3.47,overcast clouds,0.0,0
421,La Asuncion,VE,11.03,-63.86,91.4,59,15,14.99,light rain,0.12,0
422,Baillif,GP,16.02,-61.75,78.8,94,20,4.7,few clouds,0.0,0
423,Byron Bay,AU,-28.65,153.62,64.99,82,90,5.82,overcast clouds,0.0,0
424,Nioki,CD,-2.72,17.68,73.83,83,2,2.55,light rain,0.28,0
425,Brae,GB,60.4,-1.35,51.8,100,100,23.04,light rain,0.0,0
426,Port Keats,AU,-14.25,129.55,81.77,41,100,13.29,overcast clouds,0.0,0
427,Rundu,NA,-17.93,19.77,51.8,40,0,3.36,clear sky,0.0,0
428,Nome,US,64.5,-165.41,69.01,59,40,8.05,scattered clouds,0.0,0
429,Casino,AU,-28.87,153.05,64.99,82,100,6.93,light rain,0.21,0
430,Tilichiki,RU,60.47,166.1,56.19,81,79,6.33,broken clouds,0.0,0
431,Cayeli,TR,41.09,40.73,71.38,75,49,2.19,scattered clouds,0.0,0
432,Mao,ES,39.89,4.27,71.6,78,0,5.82,clear sky,0.0,0
433,Maumere,ID,-8.62,122.21,80.74,73,40,6.58,scattered clouds,0.0,0
434,Merauke,ID,-8.47,140.33,79.86,79,100,9.28,overcast clouds,0.0,0
435,Kabwe,ZM,-14.45,28.45,58.64,66,0,3.42,clear sky,0.0,0
436,Bitung,ID,1.45,125.18,82.4,78,20,1.12,few clouds,0.0,0
437,Oistins,BB,13.07,-59.53,82.4,78,40,16.11,scattered clouds,0.0,0
438,Deer Lake,CA,49.17,-57.43,73.4,60,40,6.93,scattered clouds,0.0,0
439,Chardara,KZ,41.25,67.97,75.06,53,77,6.42,broken clouds,0.0,0
440,Emba,KZ,48.83,58.14,83.28,35,30,8.84,light rain,0.22,0
441,Ilabaya,PE,-17.42,-70.51,55.36,42,0,0.96,clear sky,0.0,0
442,Panama City,PA,8.99,-79.52,80.6,88,40,6.93,scattered clouds,0.0,0
443,Verkhoyansk,RU,67.54,133.38,81.52,29,66,8.34,broken clouds,0.0,0
444,Neryungri,RU,56.67,124.65,85.98,35,18,4.38,few clouds,0.0,0
445,Pafos,CY,34.77,32.42,73.4,94,20,1.12,few clouds,0.0,0
446,Nelson Bay,AU,-32.72,152.15,61.0,82,2,10.29,clear sky,0.0,0
447,Mizdah,LY,31.45,12.98,69.44,69,0,4.27,clear sky,0.0,0
448,Lumby,CA,50.25,-118.97,78.01,61,100,3.69,overcast clouds,0.0,0
449,Unai,BR,-16.36,-46.91,66.61,50,0,2.89,clear sky,0.0,0
450,Arcachon,FR,44.59,-1.05,66.99,52,0,6.93,clear sky,0.0,0
451,Nizhniy Odes,RU,63.64,54.86,57.42,83,100,6.8,light rain,0.65,0
452,Wiwili,NI,13.63,-85.83,73.26,82,45,3.42,scattered clouds,0.0,0
453,Takaka,NZ,-40.85,172.8,55.99,86,100,17.0,light rain,0.14,0
454,Athabasca,CA,54.72,-113.29,73.08,74,96,8.03,overcast clouds,0.0,0
455,Nemuro,JP,43.32,145.57,62.6,88,75,11.41,broken clouds,0.0,0
456,Yulara,AU,-25.24,130.99,50.0,57,0,5.82,clear sky,0.0,0
457,Ierapetra,GR,35.01,25.74,78.01,52,0,14.0,clear sky,0.0,0
458,Nanakuli,US,21.39,-158.15,87.8,48,75,8.05,broken clouds,0.0,0
459,Jacqueville,CI,5.21,-4.41,75.2,94,40,2.24,scattered clouds,0.0,0
460,Champerico,GT,14.3,-91.92,80.04,83,90,7.0,moderate rain,2.04,0
461,Bar Harbor,US,44.39,-68.2,68.0,100,90,4.7,overcast clouds,0.0,0
462,Hualmay,PE,-11.1,-77.61,59.36,83,2,8.23,clear sky,0.0,0
463,Cayenne,GF,4.93,-52.33,77.0,100,0,10.74,light rain,0.24,0
464,Kiama,AU,-34.68,150.87,60.01,73,14,5.99,few clouds,0.0,0
465,Banda Aceh,ID,5.56,95.32,81.37,71,95,7.61,overcast clouds,0.0,0
466,Villarrica,PY,-25.75,-56.43,68.74,91,100,2.53,overcast clouds,0.0,0
467,Kailua,US,21.4,-157.74,86.0,58,90,9.17,light rain,0.0,0
468,Snizhne,UA,48.03,38.77,62.29,72,0,11.97,clear sky,0.0,0
469,Alfenas,BR,-21.43,-45.95,59.49,80,84,2.33,broken clouds,0.0,0
470,Amalapuram,IN,16.58,82.02,82.49,81,100,6.04,light rain,0.37,0
471,Eureka,US,40.8,-124.16,66.99,27,1,5.01,clear sky,0.0,0
472,Tommot,RU,58.96,126.29,88.03,43,0,1.54,clear sky,0.0,0
473,Buraydah,SA,26.33,43.98,93.2,23,0,17.22,clear sky,0.0,0
474,Floro,NO,61.6,5.03,50.0,93,100,10.29,light rain,0.0,0
475,Ugoofaaru,MV,5.67,73.0,83.41,70,100,4.81,overcast clouds,0.0,0
476,Comodoro Rivadavia,AR,-45.87,-67.5,41.0,52,5,8.05,clear sky,0.0,0
477,Russell,US,32.35,-85.2,91.4,48,1,9.17,clear sky,0.0,0
478,Itaueira,BR,-7.6,-43.03,76.95,53,48,5.53,scattered clouds,0.0,0
479,Seoul,KR,37.57,126.98,77.0,57,40,4.03,scattered clouds,0.0,0
480,Lazaro Cardenas,MX,17.96,-102.2,81.0,87,100,3.38,light rain,0.37,0
481,Richards Bay,ZA,-28.78,32.04,61.77,59,97,19.06,light rain,0.41,0
482,Fallon,US,39.47,-118.78,100.4,4,20,6.93,few clouds,0.0,0
483,Revin,FR,49.94,4.63,51.8,81,0,2.24,clear sky,0.0,0
484,La Pintada,CO,5.75,-75.61,60.8,87,75,4.7,broken clouds,0.0,0
485,Mount Isa,AU,-20.73,139.5,59.0,32,0,20.8,clear sky,0.0,0
486,Gogrial,SS,8.53,28.1,72.19,92,17,5.39,light rain,0.33,0
487,Oyem,GA,1.6,11.58,68.0,97,100,4.03,overcast clouds,0.0,0
488,Omsukchan,RU,62.53,155.8,61.52,71,100,6.82,light rain,0.6,0
489,Ler,SS,8.3,30.14,73.9,84,91,3.71,overcast clouds,0.0,0
490,Perth,AU,-31.93,115.83,57.99,61,0,12.75,clear sky,0.0,0
491,Marsaxlokk,MT,35.84,14.54,75.99,88,0,8.05,clear sky,0.0,0
492,Hovd,MN,48.01,91.64,69.46,38,100,2.21,overcast clouds,0.0,0
493,Yumen,CN,40.28,97.2,75.9,27,0,6.82,clear sky,0.0,0
494,Batagay,RU,67.63,134.63,81.05,26,74,6.87,broken clouds,0.0,0
495,Whyalla,AU,-33.03,137.58,51.8,93,8,11.41,clear sky,0.0,0
496,Port-Cartier,CA,50.03,-66.87,66.2,88,90,3.36,overcast clouds,0.0,0
497,Nicoya,CR,10.15,-85.45,80.6,74,75,6.93,broken clouds,0.0,0
498,Uttarkashi,IN,30.73,78.45,71.6,100,75,6.93,thunderstorm with rain,0.0,0
499,Kungurtug,RU,50.6,97.52,63.45,72,98,0.89,overcast clouds,0.0,0
500,Portree,GB,57.41,-6.19,50.0,80,100,3.0,overcast clouds,0.0,0
501,Atkarsk,RU,51.87,45.01,57.11,88,13,8.19,few clouds,0.0,0
502,Sembe,CG,1.65,14.58,70.2,92,100,1.52,moderate rain,1.09,0
503,San Juan,AR,-31.54,-68.54,50.85,47,18,4.32,few clouds,0.0,0
504,Kavaratti,IN,10.57,72.64,78.4,81,100,8.81,light rain,0.67,0
505,Mindelo,CV,16.89,-24.98,77.0,65,40,12.75,scattered clouds,0.0,0
506,Isla Mujeres,MX,21.23,-86.73,82.99,83,75,3.76,broken clouds,0.0,0
507,Namatanai,PG,-3.67,152.43,85.06,67,100,5.53,overcast clouds,0.0,0
508,Imeni Poliny Osipenko,RU,52.42,136.49,69.55,69,2,4.61,clear sky,0.0,0
509,Payo,ID,-3.75,103.64,76.12,87,25,0.69,scattered clouds,0.0,0
510,Ayagoz,KZ,47.97,80.44,60.17,70,0,12.95,clear sky,0.0,0
511,Pangai,TO,-19.8,-174.35,78.8,78,75,11.41,broken clouds,0.0,0
512,Porto Velho,BR,-8.76,-63.9,75.2,94,20,1.12,few clouds,0.0,0
513,Ust-Karsk,RU,52.7,118.81,87.3,31,2,4.65,clear sky,0.0,0
514,Sinnamary,GF,5.38,-52.95,79.05,85,31,10.33,light rain,0.23,0
515,Medea,DZ,36.26,2.75,75.2,94,75,4.7,broken clouds,0.0,0
516,Ulkan,RU,57.24,107.32,68.79,63,98,4.34,overcast clouds,0.0,0
517,Tyrma,RU,50.08,132.17,73.24,72,89,1.79,overcast clouds,0.0,0
518,Buin,CL,-33.73,-70.75,51.8,87,75,5.82,broken clouds,0.0,0
519,Usinsk,RU,65.99,57.53,58.3,70,100,6.38,overcast clouds,0.0,0
520,Tuy Hoa,VN,13.08,109.3,83.98,71,100,5.23,overcast clouds,0.0,0
521,Abatskoye,RU,56.29,70.46,65.34,87,0,13.44,clear sky,0.0,0
522,Bukama,CD,-9.2,25.85,70.16,52,0,3.47,clear sky,0.0,0
523,Lavrentiya,RU,65.58,-171.0,56.53,47,0,9.04,clear sky,0.0,0
524,Honiara,SB,-9.43,159.95,86.0,74,75,13.87,broken clouds,0.0,0
525,Areosa,PT,41.72,-8.86,78.01,53,100,12.75,overcast clouds,0.0,0
526,Atar,MR,20.52,-13.05,90.91,30,34,5.53,scattered clouds,0.0,0
527,Davila,PH,18.47,120.58,82.4,83,75,4.7,broken clouds,0.0,0
528,Nizhniy Kuranakh,RU,58.84,125.49,87.01,40,0,4.34,clear sky,0.0,0
529,Guerrero Negro,MX,27.98,-114.06,80.74,43,0,18.66,clear sky,0.0,0
530,Kamaishi,JP,39.27,141.88,64.4,100,75,9.17,light intensity shower rain,0.0,0
531,La Macarena,CO,2.18,-73.78,72.1,87,83,1.07,broken clouds,0.0,0
532,Perevoz,RU,55.6,44.54,57.81,88,0,4.0,clear sky,0.0,0
533,Cap Malheureux,MU,-19.98,57.61,71.01,66,30,8.01,light rain,0.15,0
534,Mikhaylovka,RU,50.06,43.24,66.99,61,0,9.06,clear sky,0.0,0
535,Cochrane,CA,51.18,-114.47,75.0,46,1,16.11,clear sky,0.0,0
536,Samarai,PG,-10.62,150.67,78.67,88,10,12.86,light rain,0.25,0
537,Gumdag,TM,39.21,54.59,78.01,61,25,10.54,light rain,0.27,0
538,Grindavik,IS,63.84,-22.43,48.2,100,90,13.87,light intensity drizzle,0.0,0
539,Porangatu,BR,-13.44,-49.15,72.72,52,17,1.61,few clouds,0.0,0
540,Guane,CU,22.2,-84.09,79.03,86,92,5.97,overcast clouds,0.0,0
541,Yanam,IN,16.73,82.22,82.06,81,100,6.08,light rain,0.27,0
542,Ferrol,ES,43.48,-8.24,66.2,77,0,4.7,clear sky,0.0,0
543,Dunedin,NZ,-45.87,170.5,53.01,74,100,4.0,overcast clouds,0.0,0
544,Neuquen,AR,-38.95,-68.06,46.4,68,75,8.05,broken clouds,0.0,0
545,Yukamenskoye,RU,57.89,52.24,57.56,87,41,5.5,scattered clouds,0.0,0
546,Nago,JP,26.59,127.98,87.01,79,75,6.93,broken clouds,0.0,0
547,Pravda,RU,46.94,142.01,59.0,82,75,8.95,broken clouds,0.0,0
548,Mahibadhoo,MV,3.78,72.97,83.01,78,85,11.14,light rain,0.25,0
549,Pindi Gheb,PK,33.24,72.27,73.4,83,20,9.71,few clouds,0.0,0
550,Acarau,BR,-2.89,-40.12,76.14,78,0,10.25,clear sky,0.0,0
551,Kawalu,ID,-7.38,108.21,73.58,89,94,2.08,light rain,0.2,0
552,Antsohihy,MG,-14.88,47.99,68.92,75,0,6.64,clear sky,0.0,0
553,Haines Junction,CA,60.75,-137.51,59.29,47,100,7.78,overcast clouds,0.0,0
554,Baturaja,ID,-4.13,104.17,76.46,90,14,2.35,few clouds,0.0,0
555,Anadyr,RU,64.75,177.48,60.8,55,73,4.47,broken clouds,0.0,0
556,Nanortalik,GL,60.14,-45.24,43.12,92,87,9.6,overcast clouds,0.0,0
557,Atyrau,KZ,47.12,51.88,78.8,29,98,8.95,overcast clouds,0.0,0
558,Kumluca,TR,36.37,30.29,83.43,42,0,3.09,clear sky,0.0,0
559,Jieshi,CN,22.81,115.83,84.65,78,1,7.72,clear sky,0.0,0
560,Coari,BR,-4.08,-63.14,75.6,89,89,2.71,overcast clouds,0.0,0
561,Corby,GB,52.5,-0.69,52.0,76,0,5.82,clear sky,0.0,0
562,Storsteinnes,NO,69.24,19.23,51.8,87,100,9.17,light rain,0.71,0
563,Saint-Georges,GD,12.06,-61.75,82.4,83,20,13.87,few clouds,0.0,0
564,Cranbrook,CA,49.5,-115.77,82.4,23,75,11.41,broken clouds,0.0,0
565,Puerto Baquerizo Moreno,EC,-0.9,-89.6,66.65,87,17,6.58,few clouds,0.0,0
566,Kutum,SD,14.2,24.67,73.2,59,69,8.12,broken clouds,0.0,0
567,Kokopo,PG,-4.35,152.26,85.59,66,46,10.13,scattered clouds,0.0,0
568,The Valley,AI,18.22,-63.06,84.2,74,40,13.87,scattered clouds,0.0,0
569,Verkhoshizhemye,RU,58.01,49.1,56.98,78,44,6.49,scattered clouds,0.0,0
570,Gribanovskiy,RU,51.46,41.98,57.18,93,0,7.23,clear sky,0.0,0
